index,sentence_id,audio,syllabary,phonetic,english,source,speaker,notes
1670,b16517210f84,Sentence_for_entry_1671.wav,*ᎤᎵᎪᎲᏍᏗ* ᎢᏴ ᏛᎴᏅᎯ ᏓᏕᏠᏆᏍᎬᎢ.,*u:lgő:hvsdi* iyv̋: dv:lé:nv:hi dà:de:hlohgwâ:sgv̋:’i,He’s going to start school in the *fall.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1671,a9254a00ec0d,Sentence_for_entry_1672.wav,*ᎤᎵᏬᏨᎢᏍ* Ꮎ ᎢᎾᏓ?,*u:li:hwò:jv̋:*’is ná i:nada,Is that snake *dead?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1672,98c5bd695627,Sentence_for_entry_1673.wav,ᏦᏍᏓᏓᏅᏟ *ᎤᎵᏥᏍᏆᏁᏓ* ᎤᏍᏘᎦ.,jo:sda:dahnv̋:tli *u:lji:sgwane̋:da* ù:stihga,My brother has *curly* hair.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1673,92da40b489fa,Sentence_for_entry_1674.wav,*ᎤᎵᏦᎯᏓ* ᏂᎬᏅᏕ ᎭᏫᏲᎯ.,*uljǒ:hída* nigv́:nhde: hawi:yő:hi,He’s taking the *fat* off the meat.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1674,42eb92575e8a,Sentence_for_entry_1675.wav,ᏏᏆ *ᏧᎵᎩᏏ* ᏕᎦᏅᎦᎵᎭ.,sihgwa *ju:liksi* de:gánv:galǐ:ha,She’s cleaning some hog *intestines.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1675,3612f28fc2a8,Sentence_for_entry_1676.wav,Ꮭ ᎤᏙᎯᏳ *ᎤᎵᏍᏗ* ᏱᎩ.,hla u:do:hiyű: *ű:lisdi* yigi,He’s not too *weak.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1676,616527522bd7,Sentence_for_entry_1677.wav,*ᎤᎵᏏ* ᎤᏅᏁᎸ ᎦᏌᎴᏂ.,*u:lí:si* ù:nv́:ne:lv́ ga:salě:ni,*His grandmother* gave him the coat.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1677,75780f780be7,Sentence_for_entry_1678.wav,ᎦᏙ *ᏧᎵᏰᏗᎭ?*,gadò:*julǐyê:di̋:ha*,Why *is he moaning?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1678,0f970bb79e4e,Sentence_for_entry_1679.wav,ᏕᎨᎦᏨᏍᏗᏍᎬ ᎤᎾᎵᏰᏑᏍᏙᏍᏗ ᎠᎵᏰᏑᏍᏙ *ᎤᎵᏰᏑᏍᏘᎬᎢ.*,de:gé:gachv́:sdi:sgv̋: u:naliyè:sű:stosdi aliyè:sǔ:stó *ù:liyê:su:stgv̌:’i*,*She was wearing* a wedding *ring.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1679,e3b85a55c2e3,Sentence_for_entry_1680.wav,ᎤᎦᎿᏂᏕᎾ ᎢᏳᏍᏗ *ᎤᎶᎩᎳ.*,u:ga:hnanǐ:de̋:na iyű:sdi *ù:lô:gila*,*It’s cloudy* like it’s going to rain.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1680,6e6dee976228,Sentence_for_entry_1681.wav,ᎦᎶᏄᎵ ᎠᎢ *ᎤᎶᎩᎸ.*,ga:janű:li á:’i *u:lô:gilv̋*,The *clouds* are moving fast.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1681,411de3a8dca1,Sentence_for_entry_1682_01.wav,ᎪᏍᏗ *ᎤᎵᏍᏓᏁᎴ* Ꮲ ᏪᏙᎲ. Ꮭ ᏱᎤᎷᏤᎢ.,go:hű:sdi *ù:lsdâ:hně:lê* dlv̋: wě:dô:hv̋ hla yi’u:lúhjé:’i,Something *happened to him* while he was away. He didn’t come back.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
1682,66b6cfd8aa6d,Sentence_for_entry_1682_02.wav,ᎦᏙ *ᎤᎵᏍᏓᏁ* Ꮎ ᎩᏟ?,gado *ù:lsdâ:hné* ná gi:hli,What’s *wrong with* the dog?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1683,6132c3d4cad7,Sentence_for_entry_1683.wav,ᎦᎶᎯᏍᏗ *ᎤᎵᏍᏚᎢᏓ* ᎨᏒ ᎠᏆᏕᎶᎰᏌ‚ ᏩᎩᏴᏢᎢ.,galo:hisdi̋: *u:lsdu’i̋:da* gè:sv̋: à:gwade:lo:hő:sa wà:giyv:hlv̌:’i,When I found out the door was *open*‚ I went in.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
1684,1ee1450cd87f,Sentence_for_entry_1684.wav,Ꮎ ᎠᎾᎳᏍᎦᎵᏍᎩ ᏗᏤ *ᏚᎾᎵᏍᏚᎳ.*,ná analà:sgali̋:sgi di:je̋: *dù:nalsdú:la*,Those ball players *are wearing* new caps.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1685,5284da2f875a,Sentence_for_entry_1684.wav,Ꮎ ᎠᎾᎳᏍᎦᎵᏍᎩ ᏗᏤ ᏚᎾᎵᏍᏚᎳ.,ná analà:sgali̋:sgi di:je̋: dù:nalsdú:la,Those ball players are wearing new caps.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1686,e95d1e8093b1,Sentence_for_entry_1685.wav,Ꮭ ᎠᏎ *ᎤᎵᏍᎨᏓ* ᏱᎨᏎᎢ.,hlá a:sé *u:lsge̋:da* yigé:sé’i,I guess it wasn’t *important.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1687,9589b0992138,Sentence_for_entry_1686_01.wav,ᎬᏃᏌᏍᏓ *ᎤᎵᏍᏆᎵᏓ* ᏥᏴᏩᏔ.,gv:no:sásda *ű:lsgwalida* ji:yv:wahta,I found a *broken* broom.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1688,51b8c1bc86e3,Sentence_for_entry_1686_02.wav,*ᏧᎵᏍᏆᎵᏓ* ᎠᏗᎭ.,*jű:lsgwalida* à:dǐ:ha,He says *he’s broke.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1689,17ad4da78942,Sentence_for_entry_1687.wav,ᎩᎶ ᏦᎳᎾ *ᎤᎵᏍᏆᎷᏓ* ᎠᏎᏃ Ꮭ ᏯᏆᏅᏔ ᎥᏍᎩ ᎨᏒᎢ.,kilő: jő:lana *ù:lsgwalú:da* a:sé:hnó: hla yagwá:nhta v̀:sgi gè:sv̋:’i,Someone *is sticking his head out* of the window‚ but I don’t know who it is.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1690,7d327661d3d9,Sentence_for_entry_1688.wav,ᏂᎪᎸ ᏱᏥᎪ ᏄᏓᎴ *ᎤᎵᏍᏇᏚᎪᎢ.*,nigǒ:lv̋ yiji:gő:’a nǔ:dale̋ *ù:lsgwé:tuhgó:’i*,Every time I see him‚ *he’s wearing a* different *hat.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
1691,90968bac3755,Sentence_for_entry_1689.wav,ᏙᏳ *ᎤᎵᏏᎦ* ᎪᎯ ᎤᏒᎢ.,do:yű *ű:lsihga* kò:hi usv̋:’i,It’s really *dark* tonight.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1692,db71e78c6ffb,Sentence_for_entry_1690.wav,ᏍᏓᏱ ᎠᎪᏩᏛᏗ ᎤᎵᏏᎬ ᎩᎶ *ᎤᎵᏏᎩ* ᏳᏄᏩ.,sda̋:yi ago:hwahtvhdi̋: ulsihgv̋: kilő: *ű:lsihgi* yű:hnuwa,It’s hard to see someone in the dark if he has on a *dark* shirt.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1693,21b182b8acfe,Sentence_for_entry_1691.wav,ᏓᎶᏂᎨ *ᎤᎵᏑᏫᏓ* ᏓᏆᎴᎳ ᎠᎩᎭ.,dalǒ:níge̋: *u:lsű:hwida* dagwalé:la à:giha,I have a yellow *colored* car.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1694,65223a28ee9c,Sentence_for_entry_1692.wav,Ꮭ ᎪᎱᏍᏗ ᏯᏋᏁᎰ *ᎤᎸᏓ.*,hlá go:hű:sdi yagwv́:ne:hó *u:lv:da*,I’m not allergic to *poison ivy.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1695,ba4492e12503,Sentence_for_entry_1693.wav,ᎤᏓᏅᏘᏴ ᎢᏳᏍᏗ *ᏥᎸᏉᏗ.*,u:da:nhtí:yv̋: iyű:sdi *ji:lv:gwô:di*,*I like her* because she’s friendly.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
1696,984d93e24062,Sentence_for_entry_1694.wav,ᏑᏓᎵ ᎢᎦ ᎠᎹ ᏧᏟᏍᏙᏗ *ᏧᎸᏌᏗ* ᏚᏩᏒᎢ.,sǔ:dáli iga̋: ama jű:dlì:sdohdi *ju:lv̋:sada* dù:hwasv́:’i,She bought six water *glasses.*,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
1697,d2602b7e0b51,Sentence_for_entry_1694.wav,ᏑᏓᎵ ᎢᎦ ᎠᎹ ᏧᏟᏍᏙᏗ ᏧᎸᏌᏗ ᏚᏩᏒᎢ.,sǔ:dáli iga̋: ama jű:dlì:sdohdi ju:lv̋:sada dù:hwasv́:’i,She bought six water glasses.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
1698,3f452432089c,Sentence_for_entry_1695.wav,*ᏣᎾᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*janá’as* dagwalé:la ahilǐdâ:sdi̋: ada:lsgo:hldà:ne̋:hi go:hwě:li,*Do you have* a driver’s license?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1699,fe8659e6da96,Sentence_for_entry_1696.wav,ᏓᏆᎴᎳ ᎦᎾᏌᏁᏍᎬ ᏚᎵᎦᎵᏒ *ᎤᎾᏓᏕᏒᏓ.*,dagwalé:lá gansané:sgv̋ dù:ligâ:lsv́: *u:nada:dè:sv̋:da*,The *chain* broke as he was pulling a car.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
1700,42407904f299,Sentence_for_entry_1697.wav,*ᎤᎾᎳᏍᎦᎸᏗ* ᎢᏕᎾ.,*u:nalà:sgahldi̋* ì:dé:na,Let’s go to the *ball field.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1701,9f8a09b576b9,Sentence_for_entry_1698.wav,ᎣᎩᎾᎵ *ᎣᎩᎾᎵᎪᎯ* ᏬᎩᏁᏙᎸ ᏅᏓᎩᎢ.,o:gina:li̋: *o:ginalì:gő:hi* wò:gině:dô:lv́ nv:dá:gi̋:’i,My friend and I went to Texas *together.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1702,3ec9af6afed0,Sentence_for_entry_1699.wav,*ᎣᎩᎾᎵᎢ* ᏫᏓᏥᏩᏛᎯᏙᎵ.,*o:gina:li̋:*’i widajî:wahtv:hǐ:dô:li,I am going to go and visit *my friend.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1703,fab74893b264,Sentence_for_entry_1700.wav,ᎤᎾᎵᎪᏗ ᏧᎾᎵᎪᏒ ᏥᏥᎪᎥ ᎪᎯ.,u:nali̋:kdi jù:nalí:gò:sv́ jiji:go’v́ kò:hi̋,I saw her with *her boy friend* awhile ago.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
1704,7e031e91e6e2,Sentence_for_entry_1701.wav,*ᎤᎾᎶᎢᏓᏍ* ᎠᎿᏬ ᏘᏁᏏ?,*u:na:lő:’idás* ahnawó tinê:si,Are you going to get a *plaid* shirt?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1705,77833ce4c72a,Sentence_for_entry_1702.wav,ᎩᎬᎭ ᏄᎵᏍᏔᏅ *ᎤᏁᎦ* ᎤᏄᏮ ᎩᎦ ᏚᏴᏍᏉᎳ.,gi:gv:ha̋ nù:lstanv́ *u:né:ga* u:hnuwv́ gǐ:ga dù:hyv̋:sgwǒla,His *white* shirt got bloody when his nose started bleeding.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1706,12f456ddf864,Sentence_for_entry_1703.wav,ᎤᎪᏅᏊᏛ *ᎤᏁᎦᎸᎢ.*,ù:gó:hnv̌:wúdv́: *ù:né:ga’lv̋:’i*,*His skin* is just burned.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1707,a10c4622e2a1,Sentence_for_entry_1704.wav,*ᎤᏁᎩᎸᏗ* ᎠᏓᏁᎸ ᎤᏗᏍᎦᏢᎢ.,u:ne̋:gilhdí à:da:ne:lv̋ *ù:di:sgalhanv́:’i*,He was hiding in an *ugly* house.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
1708,e871d24944a7,Sentence_for_entry_1705.wav,ᏞᏍᏗ Ꮩ *ᏣᏁᎫᏣ.*,hlè:sdî dő: *jane:gû:jâ*,Quit. *You’re being* too *mean.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
1709,9ae39242f715,Sentence_for_entry_1706.wav,ᏣᎦᏎᏍᏕᏍᏗ‚ ᎩᏟᏍ *ᎤᏁᎫᏥᏓ* ᎤᏂᎾᏝᎢ,jaksesdé:sdi gi:hlî:s *u:ne:gű:jida* u:ni:nâ:tla’i,Watch yourself‚ they have a *mean* dog.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1710,76284741e5c0,Sentence_for_entry_1707.wav,*ᎤᏁᎬᎭ* ᏂᏛᎩᎾᏫᏘᏗ ᎠᏋᎨᏫᏒᎢ.,*u:ne:gv:ha̋* nidv:gína:wǐ:tdi̋ à:gwv:kewsv̌:’i,I forgot to bring *a blanket.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
1711,aedf95cf85cf,Sentence_for_entry_1708.wav,ᏂᎪᎯᎸ ᎤᏅᏗ ᎠᎩᎾᏗᏅᏗ *ᎠᎩᏁᎰᎢ.*,nigo:hǐ:lv̋ u:nv̌:di aginadi̋:nv̀:di *à:gine:hó:’i*,I always *have* milk to sell.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
1712,c6c4ea69e3be,Sentence_for_entry_1709.wav,ᏱᎰᏩ ᏚᏙᎠ *ᎤᏁᏝᏅ*Ꭿ ᎠᏗᎭ ᎦᎸᏉᏗ ᎪᏪᎵ.,yihǒ:wa dù:dó’a *u:ne:hlánv:hi* à:dǐ:ha galv̋:kwdi gohwelí,The Bible says *God*’s name is Jehovah.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1713,b1e8bd1a4d35,Sentence_for_entry_1710.wav,*ᎤᏁᏍᏓᎳ* ᎤᏯᎷᎦ ᏗᎦᏚᎲᎢ.,*u:ně:sdála* ù:hyalû:ga diga:dú:hv̋:’i,He went to town after some *ice.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1714,e751fb72977d,Sentence_for_entry_1711.wav,ᎪᎯᏓ ᎠᎲ ᎦᏙᎯ *ᎤᏅᏥ.*,go:hi̋:da à:hv́ ga:dő:hi *u:nhji*,The *snow* stayed on the ground for a long time.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1715,ef5e445e4701,Sentence_for_entry_1712.wav,*ᎤᏅᏖᎢᏍ* ᎪᎯ ᎢᎦ ᏣᎷᎯᏍᏗ ᎨᏒ?,*ù:nhté:’is* kò:hi iga já’luhisdi gè:sv́,*Did he know* that you were supposed to come today?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1716,b55b4eaa81a6,Sentence_for_entry_1713.wav,*ᎤᏂᏏ* ᎤᏛᎯᏍᏔᏅᎢ.,*unǐ:sí* u:tvhistanv̋:’i,His *grandfather* raised him.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
1717,39947fbf0696,Sentence_for_entry_1714.wav,ᏗᎵᏍᏙᏱᏗ ᎬᏗ ᏓᏍᏙᏰ *ᎤᏂᏃᏕᎾ.*,di:lsdoyhdi gv̋hdi dà:ni:sdo:yé *u:ni:nò:de̋:na*,He’s shearing the *sheep* with shears.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1718,44413b37819e,Sentence_for_entry_1715_01.wav,ᎤᎭᎸᏂ *ᎤᏃᏴᎪ* ᎤᏓᎴᏅᏗ ᏱᎩ ᏓᏂᎳᏫᎬᎢ.,u:halv:ní *ù:nohyvhgó:* u:dale:nhdi̋: yi̋gi dà:nilâ:wi:gv̋:’i,A bell *rings* when it’s time for church to start.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1719,8e7f75600026,Sentence_for_entry_1715_02.wav,ᎪᎱᏍᏗ *ᎤᏃᏴᎦ* ᎦᏆᏛᎢ.,go:hű:sdi *ù:no:hyv́hgá* ga:gwatv̋:’i,Something *is making noise* in the wheel.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1720,fc0e870c8deb,Sentence_for_entry_1716.wav,*ᎤᏃᎴ* ᎤᎯᎸᏍᏔᏅ ᎤᏔᎾ ᎦᏚᎲᎢ.,*u:nǒ:lé* u:hí’lv:stanv́ ű:tana ga:dú:hv̋:’i,*A tornado* went through a big city.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1721,b428aecbf595,Sentence_for_entry_1717.wav,*ᎤᏃᎸᏔᎾ* ᎧᎸ ᎠᏓᎴᏂᏍᎬ ᎢᏤ ᎠᏕᏘᏱᏍᎬᎢ.,*u:no:lv̀:taná* ká’lv̋: à:dale:ni:sgv̋: ije̋: à:de:tiyi:sgv̋:’i,The month of *January* is the beginning of a new year.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1722,018ecb506afd,Sentence_for_entry_1718.wav,*ᎤᏅᏗ* ᎤᎸᏉᏗ ᎤᏗᏔᏍᏗᎢ.,*u:nv:dí* u:lv̋:gwdi u:di:tasdi̋:’i,He likes to drink *milk.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1723,435b30b98e26,Sentence_for_entry_1719.wav,ᎯᎳ ᏂᎧ ᏴᏫ *ᎤᏅᏥᏓ?*,hilá: nika yv:wi *u:nv:jí:da*,How big is the human *brain?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1724,9dac46ad4f0b,Sentence_for_entry_1721.wav,*ᏧᏌᎨ* ᏗᎿᏬᏍᏙᏗ ᏚᎿᏬᏍᏗ.,*ju:sage̋:* di:hnawő:sdohdi dù:hnawǒ:sdi,He has on *thin* covers.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1725,03c089fbd756,Sentence_for_entry_1722.wav,ᏂᎦᏓ *ᏧᏌᏃ* ᏓᏖᏍᎦ.,niga̋:da *jù:sanó* dà:tesga,She’s ironing all of *her dresses.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1726,0f1264c4e918,Sentence_for_entry_1723.wav,*ᎤᏍᏓᎦᎸ* ᏭᏴᏝ‚ Ꮭ ᏔᎵᏁ ᏱᎤᏂᎪᎮᎢ.,*u:sdá:galv̋:* wu:yv̋:la hla táli:né yúni:go:hé:’i,When he entered the *cave*‚ they didn’t see him a second time.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1727,c31ebbc695b0,Sentence_for_entry_1724.wav,ᏓᎭᏍ ᎦᏚ *ᎤᏂᏍᏓᎦᏴᎯᏓ?*,dà:hás gá:du *u:ni:sdagayv̋:hida*,Are there any *crackers?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1728,43ee11493a78,Sentence_for_entry_1725.wav,*ᎤᏍᏓᏴᎲᏍᎩ* ᎤᏕᏘᏱᏍᎬ ᎤᏍᏓᏴᏅᎢ.,*u:sdà:yv̋:hvsgi* u:de:tiyi:sgv̋ ù:sdá:yv:hnv̌:’i,He cooked for *his wife* on her birthday,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
1729,d9da6efc6b46,Sentence_for_entry_1726.wav,*ᎤᏍᏗ* ᎠᏠᏱᎲ ᎦᏛᎩᎠ.,*u:sdi̋:* à:dlo:hyihv̋: gà:tv:gí:’a,I hear a little *baby* crying.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1730,e9a85ed468fc,Sentence_for_entry_1727.wav,*ᏧᏍᏗ* ᏓᏆᎴᎳ ᎤᎪᏗ ᏓᎩᎸᏉᏗ ᏏᏅ ᏧᏔᎾ ᎨᏒᎢ.,*jusdi̋:* dagwalé:la ű:gò:di da:gilv̌:gwdi si:hnv jű:tana gè:sv̋:’i,I like *small* cars better than big ones.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1731,36f46cc22751,Sentence_for_entry_1728.wav,*ᎤᏍᏗ ᎦᏅᏅ* ᎠᎢᏒ ᎤᎴᎾᏢᎢ.,*usdi̋ ganv:hnv́* á:’i:sv̋ ù:le:nǎ:hlv́:’i,He got lost walking through a *trail.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1732,8718f9472721,Sentence_for_entry_1729.wav,*ᎤᏍᏗᏁᎦᎸ* ᎠᏜᎪᏍᎦ.,*u:sdiné:ga’lv̋* à:dlagosga,He’s scratching *his scalp.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1733,5236166b9eac,Sentence_for_entry_1730.wav,ᎦᏙ ᎤᏛᏁᎸ *ᎤᏍᏛᏗᎠ?*,gadò: ù:dv́:ne:lv̋ *ù:sdv:dí’a*,What *is he being punished* for?,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
1734,43bd8cb4456f,Sentence_for_entry_1731.wav,*ᏎᎦᏨ* ᎤᏌᎳᏓᏅ ᎦᎨᏓ ᎤᏯ.,*se:gà:jv̋:* ù:saldâ:nv́ ga:ge̋:da nv̀:ya,He *barely* lifted the heavy rock.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1735,4648a84a30fd,Sentence_for_entry_1732_01.wav,ᎢᎦᏓ *ᎤᏂᏍᎦᏃᎵ* ᎨᏐ ᎤᎾᏛᏅᎢᏍᏙᏗᎢ.,i:gá:da *u:ni:sganő:li* gè:só u:nadv̀:nv’isdóhdi̋:’i,Some people are *slow* to get ready.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1736,7c7f47e07665,Sentence_for_entry_1732_02.wav,*ᎤᏍᎦᏃᎵ* ᎦᎶᎯ ᏂᎬᏩᏍᏗ ᎪᎯ ᎢᎦ.,*u:sganő:li* galo:hi nigv:wsdi kò:hi i:ga,Today seemed to go by *slow.*,Cherokee Dictionary 1975 Durbin Feeling,,
1737,280b30e26942,Sentence_for_entry_1733.wav,Ꮎ ᏓᏆᎴᎳ *ᏧᏍᎪᏍᏗ* ᏚᏨᏍᏔ.,ná dagwalé:la *ju:sgő:sdi* dù:jv:sta,The car has *bright* lights.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1738,c376ff95a461,Sentence_for_entry_1734.wav,*ᎤᏍᏆᏂᎩ*Ꮧ ᎠᏂᏃᎮᏢᏍᎪ ᏳᏂᏬᏂᏌ.,*ű:sgwanikdi* à:ni:hno:he:hlv̂:sgó: yu:ní:wò:ni̋:sa,They talk about *interesting* things when they talk.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1739,bc77ad75d584,Sentence_for_entry_1735.wav,*ᎤᏍᏉᏟ* ᎠᏍᎪᎵᏰᎠ.,*u:sgwo:hli̋:* à:sgo:lǐ:yé’a,He’s rubbing *his stomach.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1740,5a36822c2a19,Sentence_for_entry_1736.wav,*ᎤᏏᏩ* ᏔᎷᎩᏍᎩ ᎡᏍᎬᏏ.,*ű:sihwa* talu:gì:sgi e:skvsi,Hand me an *empty* can.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1741,c7ea38021ceb,Sentence_for_entry_1737.wav,ᏥᏈᏍᏗ ᎪᎦᏍᎬ ᎢᏳᏍᏗ *ᎤᏏᏩᏍᎦ.*,tsgwi̋:sdi go:ksgv̋: iyű:sdi *ù:sihwasga*,*He’s coughing* because he smokes too much.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1742,f49ad662ff43,Sentence_for_entry_1738.wav,ᏴᏫ *ᎤᏍᎧ* ᎤᏩᏛᎲ ᎠᏍᎪᏍᎬᎢ.,yv:wi *u:ska* ù:hwahtv:hv́: à:sgo:sgv̋:’i,He found a human *skull* while digging.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1743,88eff8740648,Sentence_for_entry_1739.wav,ᏡᎬ *ᎤᏍᎪᎵ* ᏭᎶᏢ ᏌᎶᎵ ᎩᏟ ᎤᎨᎮᎾ.,dluhgv̋: *u:skő:li* wù:lô:hlv́ salǒ:li gi:hli ù:ke:he̋:na,The squirrel climbed to the *top* of the tree when the dog chased it.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
1744,2c2a5d94ad90,Sentence_for_entry_1740.wav,Ꮭ ᏍᏊ ᏯᎩᎪᎮ *ᎤᏐᏛ* ᏥᏥᏙᎬᎢ.,hla sgwu yagígo:hé: *u:so:tv̋:* jijidô:gv̋:’i,He didn’t even see me standing *behind him.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
